file,online_backend,offline_backend,update_index,stream_position,component,prefix_position,event_id,activity,event_object_count,component_object_count,component_event_count,merged,wall_seconds,feasible,cost,control_flow_cost,data_cost,object_cost,encode_seconds,solve_seconds,certification_route,experiment,combo,repetition,partial
07_violate_place_event_and_object_guard.jsonocel,symbolic,smt,2,2,1,2,1,pick item,2,3,2,False,0.48583139991387725,True,2,0,2,0,0.008143899962306023,0.008140099933370948,full_exact,object_attributes_online,symbolic_smt,1,
07_violate_place_event_and_object_guard.jsonocel,symbolic,smt,3,3,1,3,2,pick item,2,3,3,False,0.04249379993416369,True,2,0,2,0,0.0,0.0,direct,object_attributes_online,symbolic_smt,1,
07_violate_place_event_and_object_guard.jsonocel,symbolic,smt,4,4,1,4,3,pay bank transfer,3,3,4,False,0.36555139999836683,True,2,0,2,0,0.03835569997318089,0.0014741000486537814,direct,object_attributes_online,symbolic_smt,1,
07_violate_place_event_and_object_guard.jsonocel,symbolic,smt,5,5,1,5,4,ship,3,3,5,False,0.3987956000491977,True,2,0,2,0,0.039066200028173625,0.0018906000768765807,direct,object_attributes_online,symbolic_smt,1,
orders_01_interleaved.jsonocel,symbolic,smt,1,1,1,1,0,place order,3,3,1,False,0.1817526000086218,True,0,0,0,0,0.042268300079740584,0.0012311000609770417,direct,component_scale_online,symbolic_smt,1,
orders_01_interleaved.jsonocel,symbolic,smt,2,2,1,2,1,pick item,2,3,2,False,0.07712899998296052,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_01_interleaved.jsonocel,symbolic,smt,3,3,1,3,2,pick item,2,3,3,False,0.03892169997561723,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_01_interleaved.jsonocel,symbolic,smt,4,4,1,4,3,pay bank transfer,3,3,4,False,0.36844019999261945,True,0,0,0,0,0.03718049998860806,0.0014275000430643559,direct,component_scale_online,symbolic_smt,1,
orders_01_interleaved.jsonocel,symbolic,smt,5,5,1,5,4,ship,3,3,5,False,0.41920080001000315,True,0,0,0,0,0.057584699941799045,0.001742499996908009,direct,component_scale_online,symbolic_smt,1,
orders_02_interleaved.jsonocel,symbolic,smt,1,1,1,1,0,place order,3,3,1,False,0.1858867999399081,True,0,0,0,0,0.045151300029829144,0.0013361999299377203,direct,component_scale_online,symbolic_smt,1,
orders_02_interleaved.jsonocel,symbolic,smt,2,2,2,2,1,place order,3,3,1,False,0.1947193999076262,True,0,0,0,0,0.04168809996917844,0.0008535999804735184,direct,component_scale_online,symbolic_smt,1,
orders_02_interleaved.jsonocel,symbolic,smt,3,3,1,3,2,pick item,2,3,2,False,0.07493580004666,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_02_interleaved.jsonocel,symbolic,smt,4,4,2,4,3,pick item,2,3,2,False,0.0407206000527367,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_02_interleaved.jsonocel,symbolic,smt,5,5,1,5,4,pick item,2,3,3,False,0.040675099939107895,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_02_interleaved.jsonocel,symbolic,smt,6,6,2,6,5,pick item,2,3,3,False,0.04435879993252456,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_02_interleaved.jsonocel,symbolic,smt,7,7,1,7,6,pay bank transfer,3,3,4,False,0.36479100002907217,True,0,0,0,0,0.038626200053840876,0.0014337000902742147,direct,component_scale_online,symbolic_smt,1,
orders_02_interleaved.jsonocel,symbolic,smt,8,8,2,8,7,pay bank transfer,3,3,4,False,0.37723209999967366,True,0,0,0,0,0.0385372000746429,0.001359799993224442,direct,component_scale_online,symbolic_smt,1,
orders_02_interleaved.jsonocel,symbolic,smt,9,9,1,9,8,ship,3,3,5,False,0.4159876999910921,True,0,0,0,0,0.03999640000984073,0.0018113000551238656,direct,component_scale_online,symbolic_smt,1,
orders_02_interleaved.jsonocel,symbolic,smt,10,10,2,10,9,ship,3,3,5,False,0.40567580005154014,True,0,0,0,0,0.03934430005028844,0.00181489996612072,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,1,1,1,1,0,place order,3,3,1,False,0.18712789996061474,True,0,0,0,0,0.045504899928346276,0.0012360999826341867,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,2,2,2,2,1,place order,3,3,1,False,0.19735249993391335,True,0,0,0,0,0.040126799955032766,0.0008824999677017331,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,3,3,3,3,2,place order,3,3,1,False,0.18432740005664527,True,0,0,0,0,0.04221370001323521,0.000839599990285933,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,4,4,4,4,3,place order,3,3,1,False,0.18488479999359697,True,0,0,0,0,0.041130300029180944,0.000860300031490624,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,5,5,5,5,4,place order,3,3,1,False,0.19679850002285093,True,0,0,0,0,0.056135899969376624,0.0007445999654009938,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,6,6,1,6,5,pick item,2,3,2,False,0.07858770003076643,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
