experiment,combo,file,product_count,update_index,activity,merged,component_object_count,event_object_count,wall_seconds_n,wall_seconds_min,wall_seconds_max,wall_seconds_mean,wall_seconds_median,wall_seconds_stdev,wall_seconds_q1,wall_seconds_q3
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,37,pay bank transfer,False,3,3,1,0.4759552999999812,0.4759552999999812,0.4759552999999812,0.4759552999999812,0.0,0.4759552999999812,0.4759552999999812
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,38,pay bank transfer,False,3,3,1,0.5356424000000004,0.5356424000000004,0.5356424000000004,0.5356424000000004,0.0,0.5356424000000004,0.5356424000000004
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,39,pay bank transfer,False,3,3,1,0.5819962999999859,0.5819962999999859,0.5819962999999859,0.5819962999999859,0.0,0.5819962999999859,0.5819962999999859
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,40,pay bank transfer,False,3,3,1,0.5568461000000013,0.5568461000000013,0.5568461000000013,0.5568461000000013,0.0,0.5568461000000013,0.5568461000000013
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,41,ship,False,3,3,1,0.6368791000000158,0.6368791000000158,0.6368791000000158,0.6368791000000158,0.0,0.6368791000000158,0.6368791000000158
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,42,ship,False,3,3,1,0.5440599000000077,0.5440599000000077,0.5440599000000077,0.5440599000000077,0.0,0.5440599000000077,0.5440599000000077
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,43,ship,False,3,3,1,0.6088728000000003,0.6088728000000003,0.6088728000000003,0.6088728000000003,0.0,0.6088728000000003,0.6088728000000003
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,44,ship,False,3,3,1,0.5875212999999917,0.5875212999999917,0.5875212999999917,0.5875212999999917,0.0,0.5875212999999917,0.5875212999999917
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,45,ship,False,3,3,1,0.6369593000000009,0.6369593000000009,0.6369593000000009,0.6369593000000009,0.0,0.6369593000000009,0.6369593000000009
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,46,ship,False,3,3,1,0.6169655999999861,0.6169655999999861,0.6169655999999861,0.6169655999999861,0.0,0.6169655999999861,0.6169655999999861
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,47,ship,False,3,3,1,0.5272793999999976,0.5272793999999976,0.5272793999999976,0.5272793999999976,0.0,0.5272793999999976,0.5272793999999976
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,48,ship,False,3,3,1,0.603315600000002,0.603315600000002,0.603315600000002,0.603315600000002,0.0,0.603315600000002,0.603315600000002
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,49,ship,False,3,3,1,0.5895771000000138,0.5895771000000138,0.5895771000000138,0.5895771000000138,0.0,0.5895771000000138,0.5895771000000138
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,50,ship,False,3,3,1,0.5913022000000012,0.5913022000000012,0.5913022000000012,0.5913022000000012,0.0,0.5913022000000012,0.5913022000000012
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,1,place order,False,3,3,1,0.3852252000000078,0.3852252000000078,0.3852252000000078,0.3852252000000078,0.0,0.3852252000000078,0.3852252000000078
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,2,place order,False,3,3,1,0.3704718999999841,0.3704718999999841,0.3704718999999841,0.3704718999999841,0.0,0.3704718999999841,0.3704718999999841
component_scale_online,smt_smt,orders_20_interleaved.jsonocel,,3,place order,False,3,3,1,0.36882909999999924,0.36882909999999924,0.36882909999999924,0.36882909999999924,0.0,0.36882909999999924,0.36882909999999924
